WAST,BP,DP,Dta,Dts,Dtx,EV,EV10,QFE,QFF,QNH,RF,RF10,RH,S,SR,Ss,Sx,T,Wd,Ws
1/27/2022 17:50,1004.5,16.7,242,34,287,621.86,0.12,1004.6,1008,1008.2,0,0,57.74,2.4,2,1.1,5.1,25.64,274,1.33
1/27/2022 18:00,1004.5,16.5,241,35,254,621.97,0.11,1004.6,1008,1008.2,0,0,58.74,2.2,2,0.8,5.1,25.1,210,2.66
1/27/2022 18:10,1004.7,16.4,234,37,281,622.07,0.1,1004.8,1008.2,1008.4,0,0,58.26,1.8,2,0.8,4.2,25.21,321,2.33
1/27/2022 18:20,1004.7,16.4,230,35,261,622.18,0.11,1004.8,1008.2,1008.4,0,0,58.19,1.9,2,0.6,3.6,25.17,274,2.33
1/27/2022 18:30,1004.8,15.5,226,35,213,622.29,0.11,1004.9,1008.3,1008.5,0,0,56.23,2,2.1,0.8,4.1,24.8,247,1.44
1/27/2022 18:40,1005,15.9,226,30,240,622.39,0.1,1005.1,1008.5,1008.7,0,0,57.24,1.7,2.3,0.8,4.2,24.98,230,1
1/27/2022 18:50,1005.2,15.6,225,24,227,622.48,0.09,1005.3,1008.7,1008.9,0,0,57.07,1.3,2.1,0.3,2.7,24.64,206,1.22
1/27/2022 19:00,1005.2,15.3,218,27,222,622.59,0.11,1005.3,1008.7,1008.9,0,0,56.26,1.8,2.3,0.7,3.3,24.58,207,1.33
1/27/2022 19:10,1005.3,15.3,221,23,223,622.68,0.09,1005.4,1008.8,1009,0,0,56.88,1.2,2.3,0.4,2.8,24.38,198,1.78
1/27/2022 19:20,1005.4,15.5,226,30,215,622.77,0.09,1005.5,1008.9,1009.1,0,0,57.73,1.4,2.3,0.4,2.6,24.33,219,2
1/27/2022 19:30,1005.5,15.2,220,18,168,622.85,0.08,1005.6,1009.1,1009.2,0,0,58.44,1,2.4,0.3,2.1,23.83,213,1.33
1/27/2022 19:40,1005.6,15.1,218,26,161,622.93,0.08,1005.7,1009.2,1009.3,0,0,58.73,1.3,2.4,0.4,2.2,23.67,199,1.44
1/27/2022 19:50,1005.7,15.4,214,16,208,623.01,0.08,1005.8,1009.3,1009.4,0,0,59.66,1.2,2.4,0.6,3,23.71,182,1.33
1/27/2022 20:00,1005.8,15.3,221,20,218,623.08,0.07,1005.9,1009.4,1009.5,0,0,60.66,1,2.4,0,1.9,23.35,209,0.67
1/27/2022 20:10,1005.8,15.5,211,16,221,623.15,0.07,1005.9,1009.4,1009.5,0,0,61.65,1.1,2.4,0.3,2.4,23.25,201,1.11
1/27/2022 20:20,1005.9,15.5,210,13,191,623.22,0.07,1006,1009.5,1009.6,0,0,62.51,1.2,2.4,0,3.1,23.09,200,1.55
1/27/2022 20:30,1006,15.6,209,19,223,623.29,0.07,1006.1,1009.6,1009.7,0,0,63.74,1.2,2.4,0,1.9,22.81,196,1.78
1/27/2022 20:40,1006.1,15.6,194,17,209,623.37,0.08,1006.2,1009.7,1009.8,0,0,63.68,1.6,2.4,0.4,2.4,22.82,159,1.44
1/27/2022 20:50,1006.2,15.5,205,12,221,623.44,0.07,1006.3,1009.8,1009.9,0,0,63.97,1.2,2.4,0,1.8,22.65,204,1.22
1/27/2022 21:00,1006.4,16,209,11,196,623.5,0.06,1006.5,1010,1010.1,0,0,65.34,1,2.4,0.4,1.9,22.79,196,1.33
1/27/2022 21:10,1006.5,15.4,205,8,212,623.56,0.06,1006.6,1010.1,1010.2,0,0,65.38,1.2,2.4,0,1.9,22.2,198,1.44
1/27/2022 21:20,1006.5,15.3,203,8,193,623.62,0.06,1006.6,1010.1,1010.2,0,0,65.9,1.3,2.4,0.4,2,21.98,189,1.22
1/27/2022 21:30,1006.7,15.2,198,6,208,623.68,0.06,1006.8,1010.3,1010.4,0,0,66.07,1.3,2.6,0.4,2.1,21.79,197,1.11
1/27/2022 21:40,1006.8,14.8,189,14,222,623.74,0.06,1006.9,1010.4,1010.5,0,0,66.02,1,2.6,0,2.1,21.41,186,1.22
1/27/2022 21:50,1006.8,14.9,195,11,160,623.8,0.06,1006.9,1010.4,1010.5,0,0,66.25,1.1,2.4,0,1.8,21.42,198,1
1/27/2022 22:00,1006.9,14.5,183,12,143,623.86,0.06,1007,1010.5,1010.6,0,0,65.54,1.1,2.4,0.3,2.1,21.21,180,1.44
1/27/2022 22:10,1007,13.3,174,11,163,623.94,0.08,1007.1,1010.6,1010.7,0,0,59.8,1.3,2.4,0.4,2.3,21.41,167,1.55
1/27/2022 22:20,1007.1,11.8,164,19,157,624.06,0.12,1007.2,1010.7,1010.8,0,0,50.47,1.7,2.4,0.7,3.1,22.63,135,2.11
1/27/2022 22:30,1007.2,10.9,146,15,116,624.17,0.11,1007.3,1010.8,1010.9,0,0,46.68,1.3,2.4,0.6,2.4,22.91,131,1.55
1/27/2022 22:40,1007.2,10.7,151,17,135,624.28,0.11,1007.3,1010.8,1010.9,0,0,46.39,1.4,2.4,0.7,2.8,22.78,164,1.78
1/27/2022 22:50,1007.2,10.7,144,16,124,624.4,0.12,1007.3,1010.8,1010.9,0,0,46,1.6,2.4,0.3,3.1,22.89,161,1.11
1/27/2022 23:00,1007.2,10.3,137,20,129,624.54,0.14,1007.3,1010.8,1010.9,0,0,44.5,1.8,2.4,0.4,2.7,23.02,123,1.78
1/27/2022 23:10,1007.3,9.5,123,23,74,624.72,0.18,1007.4,1010.9,1011,0,0,41.93,2.6,2.4,0.8,4.7,23.19,137,2.11
1/27/2022 23:20,1007.3,9.8,118,29,109,624.93,0.21,1007.4,1010.9,1011,0,0,41.27,3.3,2.4,1,5.7,23.76,80,5.22
1/27/2022 23:30,1007.4,9.6,121,24,107,625.14,0.21,1007.5,1011,1011.1,0,0,41.32,3.2,2.4,1,6.1,23.52,137,3
1/27/2022 23:40,1007.4,9.7,127,25,108,625.34,0.2,1007.5,1011,1011.1,0,0,41.53,3.1,2.4,1,5.8,23.53,98,2.44
1/27/2022 23:50,1007.5,9.8,124,21,132,625.53,0.19,1007.6,1011.1,1011.2,0,0,42.49,2.9,2.4,0.9,6.3,23.21,95,3.77
1/28/2022 0:00,1007.5,9.8,127,28,147,625.74,0.21,1007.6,1011.1,1011.2,0,0,42.85,3.4,2.4,1.1,6.5,23.16,140,3.77
1/28/2022 0:10,1007.5,9.8,126,24,140,625.96,0.22,1007.6,1011.1,1011.2,0,0,43.53,3.9,2.4,1.2,7.1,22.85,125,5.11
1/28/2022 0:20,1007.7,9.6,117,21,119,626.2,0.24,1007.8,1011.3,1011.4,0,0,43.92,4.4,2.4,1.2,8.2,22.49,100,4.44
1/28/2022 0:30,1007.7,9.6,112,25,81,626.42,0.22,1007.8,1011.3,1011.4,0,0,44.63,3.9,2.4,1.2,6.9,22.26,130,3.77
1/28/2022 0:40,1007.8,9.8,111,26,107,626.63,0.21,1007.9,1011.4,1011.5,0,0,45.32,3.7,2.4,1.3,6.9,22.2,142,3.22
1/28/2022 0:50,1007.8,9.9,116,25,136,626.79,0.16,1007.9,1011.4,1011.5,0,0,46.72,2.6,2.4,0.9,5.3,21.76,103,4.22
1/28/2022 1:00,1007.8,9.8,116,21,116,626.99,0.2,1007.9,1011.4,1011.5,0,0,46.91,3.8,2.4,1.2,7.7,21.6,106,2.22
1/28/2022 1:10,1007.8,10,116,24,113,627.17,0.18,1007.9,1011.4,1011.5,0,0,47.67,3.3,2.4,0.9,5.7,21.55,106,3.11
1/28/2022 1:20,1007.9,9.7,118,23,102,627.33,0.16,1008,1011.5,1011.6,0,0,48.36,3,2.4,0.9,5.7,21.05,124,2
1/28/2022 1:30,1008,9.7,124,22,159,627.48,0.15,1008.1,1011.6,1011.7,0,0,49.1,2.8,2.4,0.9,5.3,20.81,130,3.11
1/28/2022 1:40,1008.1,9.8,120,25,147,627.63,0.15,1008.2,1011.7,1011.8,0,0,50,2.7,2.4,0.7,4.7,20.58,108,2.78
1/28/2022 1:50,1008.2,9.5,118,22,134,627.76,0.13,1008.3,1011.8,1011.9,0,0,51.01,2.3,2.4,0.8,3.9,19.98,156,3.44
1/28/2022 2:00,1008,9.8,118,22,116,627.94,0.18,1008.1,1011.6,1011.7,0,0,51.64,3.8,2.4,1.1,7.2,20.03,133,4.55
1/28/2022 2:10,1007.8,9.5,114,28,86,628.16,0.22,1007.9,1011.4,1011.5,0,0,51.99,5.1,2.4,1.1,8.2,19.62,119,4.88
1/28/2022 2:20,1008.3,9.7,116,25,94,628.38,0.22,1008.4,1011.9,1012,0,0,52.97,5.3,2.6,1.6,9.9,19.56,129,6.33
1/28/2022 2:30,1008.3,9.4,145,21,120,628.54,0.16,1008.4,1011.9,1012,0,0,52.86,3.6,2.4,1.2,6.5,19.27,208,3
1/28/2022 2:40,1008.4,9.7,158,24,158,628.68,0.14,1008.5,1012,1012.1,0,0,54.24,3,2.6,0.9,5.9,19.2,151,4.88
1/28/2022 2:50,1008.6,9.7,138,26,141,628.81,0.13,1008.7,1012.2,1012.3,0,0,55.34,3,2.6,1.1,5.6,18.89,182,2.55
1/28/2022 3:00,1008.6,9.7,148,25,146,628.9,0.09,1008.7,1012.2,1012.3,0,0,56.07,1.6,2.4,1,4,18.64,147,1.67
1/28/2022 3:10,1008.6,10,136,43,131,628.99,0.09,1008.7,1012.2,1012.3,0,0,57.22,1.9,2.6,0.6,3.9,18.58,154,1.89
1/28/2022 3:20,1008.6,9.8,126,26,75,629.09,0.1,1008.7,1012.2,1012.3,0,0,58.2,2.2,2.6,0.9,3.9,18.19,165,1.44
1/28/2022 3:30,1008.8,9.6,142,30,141,629.17,0.08,1008.9,1012.4,1012.5,0,0,58.56,1.7,2.6,0.8,4.1,17.79,130,0.89
1/28/2022 3:40,1008.9,9.7,120,24,104,629.26,0.09,1009,1012.5,1012.6,0,0,59.45,1.9,2.6,0.9,3.6,17.66,66,1.44
1/28/2022 3:50,1009,9.7,118,30,139,629.34,0.08,1009.1,1012.6,1012.7,0,0,60.15,1.6,2.6,0.9,4.1,17.47,119,1.44
1/28/2022 4:00,1009,9.8,123,23,136,629.45,0.11,1009.1,1012.6,1012.7,0,0,60.77,3.1,2.6,1.2,7.3,17.41,136,5.55
1/28/2022 4:10,1009,9.8,124,21,131,629.6,0.15,1009.1,1012.6,1012.7,0,0,60.96,4.6,2.6,1.2,7.4,17.38,128,4.77
1/28/2022 4:20,1009,9.9,128,20,146,629.75,0.15,1009.1,1012.7,1012.7,0,0,62.3,4.7,2.6,1.2,7.2,17.17,129,4.44
1/28/2022 4:30,1009,10.1,135,20,135,629.89,0.14,1009.1,1012.7,1012.7,0,0,62.95,4.7,2.6,1.1,6.8,17.23,138,5.88
1/28/2022 4:40,1009.1,10.1,127,20,132,630.03,0.14,1009.2,1012.8,1012.8,0,0,63.66,4.7,2.6,1.4,8.2,17.01,147,6.44
1/28/2022 4:50,1009.1,10.1,130,22,108,630.16,0.13,1009.2,1012.8,1012.8,0,0,64.12,4.3,2.6,1.3,7.5,16.88,138,4
1/28/2022 5:00,1009.1,10.1,127,21,110,630.29,0.13,1009.2,1012.8,1012.8,0,0,64.61,4.6,2.6,1.4,7.4,16.79,141,2.55
1/28/2022 5:10,1009.3,10.3,122,26,122,630.43,0.14,1009.4,1013,1013,0,0,65.37,4.8,2.6,1.4,8.3,16.83,154,3.33
1/28/2022 5:20,1009.3,10,126,25,134,630.54,0.11,1009.4,1013,1013,0,0,65.55,3.7,2.6,1.4,7.4,16.52,129,3.11
1/28/2022 5:30,1009.5,10.2,133,26,135,630.65,0.11,1009.6,1013.2,1013.2,0,0,66.17,3.9,2.6,1,7.2,16.55,143,3.66
1/28/2022 5:40,1009.5,10.2,128,21,131,630.77,0.12,1009.6,1013.2,1013.2,0,0,66.71,4.2,2.6,1.2,7.4,16.36,140,3.44
1/28/2022 5:50,1009.5,10.3,133,24,153,630.88,0.11,1009.6,1013.2,1013.2,0,0,66.85,4.1,2.6,1.3,7.8,16.43,117,3.55
1/28/2022 6:00,1009.7,10.3,126,25,123,630.96,0.08,1009.8,1013.4,1013.4,0,0,67.13,2.4,2.6,0.9,5.9,16.41,136,3.44
1/28/2022 6:10,1009.8,10,135,36,117,631.04,0.08,1009.9,1013.5,1013.5,0,0,66.56,2.6,2.6,1.2,6,16.26,126,3.89
1/28/2022 6:20,1009.9,10.1,136,27,69,631.13,0.09,1010,1013.6,1013.6,0,0,66.04,2.7,2.6,0.9,4.9,16.49,163,2.11
1/28/2022 6:30,1009.9,10.2,140,28,142,631.22,0.09,1010,1013.6,1013.6,0,0,65.39,2.6,2.4,1,4.9,16.69,177,1.89
1/28/2022 6:40,1009.9,10.4,145,28,109,631.29,0.07,1010,1013.6,1013.6,0,0,63.24,1.7,2.3,0.7,2.9,17.42,83,2.33
1/28/2022 6:50,1010,10.3,128,24,118,631.38,0.09,1010.1,1013.6,1013.7,0,0,61.65,2.4,2.3,0.8,4.7,17.76,118,2.22
1/28/2022 7:00,1010.1,10.8,129,28,115,631.47,0.09,1010.2,1013.7,1013.8,0,0,60.55,2.2,2.3,0.7,3.9,18.62,140,1.78
1/28/2022 7:10,1010.1,10.7,137,23,135,631.58,0.11,1010.2,1013.7,1013.8,0,0,59.28,2.7,2.3,0.9,4.6,18.81,138,4.22
1/28/2022 7:20,1010.1,10.6,139,24,173,631.69,0.11,1010.2,1013.7,1013.8,0,0,57.81,2.3,2.1,0.9,4.3,19.06,164,2.33
1/28/2022 7:30,1010.1,10.7,125,27,78,631.82,0.13,1010.2,1013.7,1013.8,0,0,57.06,2.9,2.1,0.9,5.2,19.44,132,3.66
1/28/2022 7:40,1010.1,10.6,127,23,130,631.96,0.14,1010.2,1013.7,1013.8,0,0,56.22,3.1,2.1,0.6,5.2,19.59,100,2.44
1/28/2022 7:50,1010.3,10.9,127,26,106,632.1,0.14,1010.4,1013.9,1014,0,0,55.96,3.2,2.1,1.1,5.9,19.93,94,2.89
1/28/2022 8:00,1010.1,10.9,135,19,129,632.24,0.14,1010.2,1013.7,1013.8,0,0,54.79,3.1,2.1,1.1,6.3,20.34,162,2.33
1/28/2022 8:10,1010.1,11.1,129,26,127,632.39,0.15,1010.2,1013.7,1013.8,0,0,53.91,3.1,2.1,0.9,5.1,20.72,137,4.33
1/28/2022 8:20,1010.1,11.2,118,23,121,632.55,0.16,1010.2,1013.7,1013.8,0,0,53.05,3.2,2.1,0.9,5.1,21.12,124,3.44
1/28/2022 8:30,1010.1,11.5,123,29,133,632.71,0.16,1010.2,1013.7,1013.8,0,0,51.59,3,2.1,0.8,4.9,21.87,205,2.11
1/28/2022 8:40,1010.2,11.6,139,32,155,632.87,0.16,1010.3,1013.8,1013.9,0,0,50.31,2.8,2.1,1.1,5.6,22.44,85,2.22
1/28/2022 8:50,1010.2,11.5,150,31,141,633.03,0.16,1010.3,1013.8,1013.9,0,0,48.22,2.6,2,0.8,4.1,23.05,183,3.33
1/28/2022 9:00,1010.2,12.1,128,25,89,633.2,0.17,1010.3,1013.8,1013.9,0,0,48.37,2.8,2,0.4,3.8,23.61,167,2
1/28/2022 9:10,1010.2,11.7,130,27,120,633.37,0.17,1010.3,1013.8,1013.9,0,0,47.57,2.9,2.1,1,5.2,23.5,88,2.22
1/28/2022 9:20,1010.2,11.9,126,30,115,633.55,0.18,1010.3,1013.8,1013.9,0,0,46.26,3,2.1,0.9,5.2,24.12,214,2.22
1/28/2022 9:30,1010.1,12.1,145,28,115,633.73,0.18,1010.2,1013.7,1013.8,0,0,45.87,2.8,2.1,0.9,4.6,24.47,150,3.11
1/28/2022 9:40,1010.1,12.1,139,30,125,633.92,0.19,1010.2,1013.7,1013.8,0,0,44.18,2.8,2,1,4.9,25.1,128,2.66
1/28/2022 9:50,1009.9,12.2,132,29,146,634.11,0.19,1010,1013.5,1013.6,0,0,44.49,3,2,1,4.7,25.19,165,2.44
1/28/2022 10:00,1009.9,12.3,139,21,135,634.33,0.22,1010,1013.4,1013.6,0,0,43.54,3.4,2,1,6.7,25.66,166,3.89
1/28/2022 10:10,1009.8,12.4,112,29,95,634.55,0.22,1009.9,1013.3,1013.5,0,0,42.92,3.3,2,1.1,5.7,25.99,94,5.66
1/28/2022 10:20,1009.6,12.5,119,33,101,634.78,0.23,1009.7,1013.1,1013.3,0,0,41.86,3.4,2,0.7,5,26.49,96,4.44
1/28/2022 10:30,1009.4,12.6,118,32,117,635.01,0.23,1009.5,1012.9,1013.1,0,0,39.91,3.2,2,1.1,6.4,27.4,94,3.33
1/28/2022 10:40,1009.3,12.2,114,32,101,635.25,0.24,1009.4,1012.8,1013,0,0,39.6,3.4,1.8,0.9,5.7,27.12,94,2.89
1/28/2022 10:50,1009.1,12.5,125,29,117,635.48,0.23,1009.2,1012.6,1012.8,0,0,39.04,3.2,1.8,0.9,5.7,27.74,92,2.55
1/28/2022 11:00,1009.1,12.4,104,33,124,635.71,0.23,1009.2,1012.6,1012.8,0,0,38.33,3,1.8,0.8,5.3,27.87,93,3.89
1/28/2022 11:10,1008.8,12.6,105,30,60,635.94,0.23,1008.9,1012.3,1012.5,0,0,37.45,3,1.8,1.1,5.6,28.49,144,2.33
1/28/2022 11:20,1008.6,12.9,146,35,146,636.16,0.22,1008.7,1012.1,1012.3,0,0,35.78,2.6,1.7,0.6,4.4,29.63,152,3
1/28/2022 11:30,1008.4,12.6,126,32,151,636.44,0.28,1008.5,1011.9,1012.1,0,0,35.76,3.7,1.7,1.1,6.2,29.37,91,2.44
1/28/2022 11:40,1008.2,12.5,119,33,77,636.69,0.25,1008.3,1011.7,1011.9,0,0,35.34,3.1,1.7,1.2,5.4,29.43,86,2
1/28/2022 11:50,1008,12.7,144,33,152,636.92,0.23,1008.1,1011.5,1011.7,0,0,32.8,2.4,1.7,0.9,4.7,30.94,128,2.89
1/28/2022 12:00,1007.9,13,123,29,82,637.17,0.25,1008,1011.4,1011.6,0,0,34.88,3,1.7,0.9,4.6,30.15,89,3.44
1/28/2022 12:10,1007.8,12.9,125,33,70,637.38,0.21,1007.9,1011.3,1011.5,0,0,33.99,2.2,1.5,0.9,4.7,30.58,181,0.89
1/28/2022 12:20,1007.7,13.2,116,36,126,637.64,0.26,1007.8,1011.2,1011.4,0,0,31.83,2.8,1.5,0.9,5.1,31.99,103,2.44
1/28/2022 12:30,1007.6,12.5,94,26,84,637.9,0.26,1007.7,1011.1,1011.3,0,0,32.25,2.9,1.5,1.2,5.1,31.01,124,3.22
1/28/2022 12:40,1007.5,12.2,141,26,117,638.15,0.25,1007.6,1011,1011.2,0,0,31.4,2.8,1.5,0.9,5.1,31.17,134,1.89
1/28/2022 12:50,1007.4,12.5,137,36,115,638.38,0.23,1007.5,1010.9,1011.1,0,0,30.49,2.3,1.5,0.6,4.1,32.03,99,2.66
1/28/2022 13:00,1007.2,12.7,157,35,125,638.66,0.28,1007.3,1010.7,1010.9,0,0,30.31,3,1.5,1.6,6.7,32.32,159,2.55
1/28/2022 13:10,1007,12,167,31,119,638.94,0.28,1007.1,1010.4,1010.7,0,0,26.88,2.7,1.5,0.9,5.6,33.64,124,2.78
1/28/2022 13:20,1006.9,12.1,188,34,232,639.18,0.24,1007,1010.3,1010.6,0,0,26.18,2,1.5,0.7,3.8,34.21,136,1.44
1/28/2022 13:30,1006.7,11.2,154,39,113,639.42,0.24,1006.8,1010.1,1010.4,0,0,25.92,2.1,1.5,0.8,4.3,33.35,196,2.44
1/28/2022 13:40,1006.7,11.6,183,24,178,639.67,0.25,1006.8,1010.1,1010.4,0,0,24.97,2.1,1.5,0.6,3.8,34.48,151,1.78
1/28/2022 13:50,1006.6,11.4,120,35,66,639.93,0.26,1006.7,1010,1010.3,0,0,25.29,2.4,1.7,1,5.1,34.01,83,4.55
1/28/2022 14:00,1006.3,10.8,92,31,88,640.18,0.25,1006.4,1009.7,1010,0,0,24.45,2.2,1.5,0.8,3.9,33.89,154,1.33
1/28/2022 14:10,1006.2,10.5,109,33,92,640.48,0.3,1006.3,1009.6,1009.9,0,0,23.66,2.9,1.5,1.1,5,34.15,101,4.11
1/28/2022 14:20,1006,11.3,122,57,91,640.72,0.24,1006.1,1009.4,1009.7,0,0,24.38,1.9,1.5,0.8,4.3,34.6,154,1.78
1/28/2022 14:30,1006,11.4,167,39,162,641,0.28,1006.1,1009.4,1009.7,0,0,24.65,2.6,1.5,1.1,4.9,34.53,218,1.11
1/28/2022 14:40,1005.8,16.2,244,43,274,641.21,0.21,1005.9,1009.2,1009.5,0,0,34.15,2,1.5,0.8,4.3,34.24,254,1.89
1/28/2022 14:50,1005.7,16,259,28,266,641.46,0.25,1005.8,1009.1,1009.4,0,0,34.47,2.7,1.5,1,4.9,33.78,241,3.11
1/28/2022 15:00,1005.7,16.5,255,32,258,641.67,0.21,1005.8,1009.1,1009.4,0,0,34.81,2.1,1.5,0.9,5.4,34.25,257,2.55
1/28/2022 15:10,1005.7,17,252,43,249,641.87,0.2,1005.8,1009.1,1009.4,0,0,37.54,2,1.5,0.9,4.6,33.48,255,3.44
1/28/2022 15:20,1005.6,17.1,252,40,243,642.1,0.23,1005.7,1009,1009.3,0,0,37.63,2.6,1.5,0.9,5.9,33.54,266,1.33
1/28/2022 15:30,1005.5,16.9,259,29,265,642.3,0.2,1005.6,1008.9,1009.2,0,0,37.38,2,1.5,0.8,4.1,33.43,235,3.33
1/28/2022 15:40,1005.4,16.6,258,36,270,642.52,0.22,1005.5,1008.8,1009.1,0,0,36.04,2.3,1.5,0.9,5.1,33.68,226,1.78
1/28/2022 15:50,1005.3,17,256,34,290,642.72,0.2,1005.4,1008.7,1009,0,0,38.35,2.1,1.5,1.1,5.3,33.06,237,2.66
1/28/2022 16:00,1005.3,17.3,261,39,315,642.95,0.23,1005.4,1008.7,1009,0,0,39.29,2.8,1.5,0.9,4.9,32.95,249,2.11
1/28/2022 16:10,1005.2,17.7,251,40,289,643.13,0.18,1005.3,1008.6,1008.9,0,0,42.04,2.1,1.5,1.1,4.7,32.23,255,2.33
1/28/2022 16:20,1005.3,17.7,246,36,250,643.3,0.17,1005.4,1008.8,1009,0,0,42.77,1.9,1.5,0.9,4.2,31.96,254,2.22
1/28/2022 16:30,1005.2,17.5,254,30,259,643.51,0.21,1005.3,1008.7,1008.9,0,0,43.73,2.9,1.5,0.8,4.9,31.35,266,3.66
1/28/2022 16:40,1005.2,17.8,249,39,266,643.69,0.18,1005.3,1008.7,1008.9,0,0,43.94,2.3,1.5,1.1,5.3,31.51,228,2.55
1/28/2022 16:50,1005.1,17.8,258,31,268,643.9,0.21,1005.2,1008.6,1008.8,0,0,45.81,3.1,1.5,1.2,5.9,30.79,256,2.11
1/28/2022 17:00,1004.9,18.1,243,38,255,644.05,0.15,1005,1008.4,1008.6,0,0,47.96,2,1.7,0.8,5,30.39,206,1.44
1/28/2022 17:10,1004.9,18.2,234,36,215,644.19,0.14,1005,1008.4,1008.6,0,0,46.96,1.7,1.7,0.6,3.3,30.79,187,2.89
1/28/2022 17:20,1004.9,18.2,241,36,265,644.34,0.15,1005,1008.4,1008.6,0,0,45.58,1.6,1.7,0.3,2.4,31.37,243,1
1/28/2022 17:30,1004.9,17.7,255,39,284,644.49,0.15,1005,1008.4,1008.6,0,0,44.79,1.7,1.7,0.8,3.9,31.14,356,1.89
1/28/2022 17:40,1004.9,18.1,248,31,268,644.66,0.17,1005,1008.4,1008.6,0,0,46.51,2.2,1.7,1.2,5.9,30.91,302,3.77
1/28/2022 17:50,1005,18.2,242,34,276,644.8,0.14,1005.1,1008.5,1008.7,0,0,52.09,2.2,1.7,0.7,5,29.03,154,1.67
1/28/2022 18:00,1005,18.3,246,34,237,644.92,0.12,1005.1,1008.5,1008.7,0,0,55.95,2,1.8,0.8,4.1,27.95,258,1.11
1/28/2022 18:10,1005.2,18.4,244,32,272,645.03,0.11,1005.3,1008.7,1008.9,0,0,57.48,1.7,1.8,0.6,3.7,27.58,270,1.55
1/28/2022 18:20,1005.1,18.4,241,38,269,645.12,0.09,1005.2,1008.6,1008.8,0,0,58.33,1.4,1.8,0.4,2.9,27.31,248,1
1/28/2022 18:30,1005.2,18.2,238,35,279,645.21,0.09,1005.3,1008.7,1008.9,0,0,58.38,1.4,2,0.7,2.9,27.03,259,1.11
1/28/2022 18:40,1005.2,18.2,245,29,280,645.3,0.09,1005.3,1008.7,1008.9,0,0,58.13,1.3,2.1,0.4,2.4,27.14,216,1.55
1/28/2022 18:50,1005.3,18.2,245,34,287,645.4,0.1,1005.4,1008.8,1009,0,0,59.1,1.6,2.1,0.6,3.2,26.83,252,1.44
1/28/2022 19:00,1005.4,18,240,31,286,645.49,0.09,1005.5,1008.9,1009.1,0,0,61.28,1.7,2.1,0.8,4.1,26.05,246,1.89
1/28/2022 19:10,1005.5,18.2,246,35,255,645.58,0.09,1005.6,1009,1009.2,0,0,63.31,1.7,2.3,0.7,4.6,25.66,202,1.78
1/28/2022 19:20,1005.6,18.2,240,29,254,645.65,0.07,1005.7,1009.1,1009.3,0,0,65.02,1.1,2.3,0.4,2.6,25.27,199,1.55
1/28/2022 19:30,1005.7,18.2,237,24,268,645.71,0.06,1005.8,1009.2,1009.4,0,0,65.9,1.1,2.3,0.4,2.4,25.05,228,0.89
1/28/2022 19:40,1005.8,18,231,20,187,645.78,0.07,1005.9,1009.3,1009.5,0,0,65.02,1.1,2.4,0.4,2.2,25.04,217,1.33
1/28/2022 19:50,1005.9,17.2,227,24,173,645.86,0.08,1006,1009.4,1009.6,0,0,63.03,1.3,2.3,0.7,2.9,24.7,214,1.22
1/28/2022 20:00,1006,17.3,222,22,186,645.93,0.07,1006.1,1009.5,1009.7,0,0,62.87,1.1,2.4,0.4,2.8,24.82,200,0.44
1/28/2022 20:10,1006,17,220,14,212,646,0.07,1006.1,1009.5,1009.7,0,0,62.48,1,2.4,0.3,1.8,24.64,200,1.22
1/28/2022 20:20,1006.1,16.7,217,22,193,646.08,0.08,1006.2,1009.6,1009.8,0,0,60.92,1.3,2.4,0.3,2.6,24.76,207,1.33
1/28/2022 20:30,1006.1,16.1,208,12,201,646.17,0.09,1006.2,1009.6,1009.8,0,0,59.42,1.4,2.4,0.6,3,24.51,222,1.44
1/28/2022 20:40,1006.2,16,204,18,211,646.27,0.1,1006.3,1009.7,1009.9,0,0,58.03,1.6,2.3,0.7,3.8,24.78,198,1.22
1/28/2022 20:50,1006.3,15.6,200,18,213,646.38,0.11,1006.4,1009.8,1010,0,0,55.77,1.8,2.4,0.4,3.7,25.07,180,1.67
1/28/2022 21:00,1006.4,14.7,193,18,186,646.5,0.12,1006.5,1009.9,1010.1,0,0,53,1.8,2.4,0.3,3.2,24.9,181,1.78
1/28/2022 21:10,1006.4,14,194,20,221,646.64,0.14,1006.5,1009.9,1010.1,0,0,49.69,2,2.4,0.7,3.8,25.26,151,2.55
1/28/2022 21:20,1006.5,14.2,193,18,208,646.78,0.14,1006.6,1010,1010.2,0,0,48.56,2.1,2.3,0.6,4.3,25.82,203,1.89
1/28/2022 21:30,1006.5,13.8,193,13,181,646.91,0.13,1006.6,1010,1010.2,0,0,48.32,1.8,2.4,0.3,3.3,25.5,210,2.11
1/28/2022 21:40,1006.7,13.5,191,14,219,647.03,0.12,1006.8,1010.2,1010.4,0,0,48.66,1.6,2.4,0.3,2.7,25.08,197,1.44
1/28/2022 21:50,1006.6,13.5,182,11,168,647.13,0.1,1006.7,1010.1,1010.3,0,0,48.95,1.1,2.4,0.3,2,24.92,166,1.67
1/28/2022 22:00,1006.5,12.8,168,10,184,647.25,0.12,1006.6,1010,1010.2,0,0,46.58,1.3,2.4,0.6,2.3,25.03,165,1.89
1/28/2022 22:10,1006.5,12.4,175,9,172,647.37,0.12,1006.6,1010,1010.2,0,0,44.93,1.4,2.4,0.7,2.9,25.23,174,1.33
